event_date,device_category,operating_system,event_name,page_location,page_referrer,firebase_screen,firebase_previous_screen,sn,sr,app_version,event_count,user_pseudo_id_count
2026-09-13,mobile,iOS,voucher_success_myVouchers,,,HK.voucherList.paymentSuccess,,,,7.17.2,2,2
2026-09-13,mobile,Android,or_app_start,,,HK.login,,,,7.16.1,4,4
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.SR2.Overview.887609,,(null),sr2,7.17.2,1,1
2026-09-13,mobile,iOS,user_share_poi,,,HK.SR2.Overview.19153,,,sr2sharepop,7.5.1,2,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.832893,,HK.SR2.Overview.832893,,7.14.3,1,1
2026-09-13,mobile,iOS,or_search_layer,,,TW.Search.SR1.2,,TW.Search.SR1.2,,7.11.0,1,1
2026-09-13,mobile,Android,or_search_back,,,MO.QckSearch.SR1.3,,MO.QckSearch.SR1.3,SR1,7.9.2,1,1
2026-09-13,mobile,Android,or_search_offer,,,HK.Offer.SR1.123,,,sr1,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_phone,,,HK.SR2.Overview.1014744,,,sr2info,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.1132237,,,sr2PhotoTab,7.2.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.766272,,HK.SR2.photo.766272,,7.6.6,4,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.715468,,HK.SR2.photo.715468,,7.6.6,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.689246,,HK.SR2.Overview.689246,sr2opening,7.10.2,1,1
2026-09-13,mobile,Android,or_lms2_tab,,,HK.LMS2Lite.35314.tab.-990.1,,hk.LMS2Lite.35314.tab.-990.1,,7.16.2,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.154561,,HK.SR2.Overview.154561,sr2popular,7.6.6,1,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.29348126,,HK.SR2.Reel.photo.29348126,Reel,7.13.2,1,1
2026-09-13,mobile,iOS,or_explore_btmbar,,,HK.Me,,hk.Home,,7.9.6,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,MO.SR2.review.24089,,MO.SR2.review.24089,,7.17.0,1,1
2026-09-13,mobile,iOS,or_poi_coupon,,,HK.Coupon.390995,,,RetentionCoupon,7.16.1,1,1
2026-09-13,mobile,iOS,or_search_back,,,HK.QckSearch.SR1.38,,HK.QckSearch.SR1.38,,7.9.0,1,1
2026-09-13,mobile,iOS,or_selforder_order,,,HK.SR2.Overview.522954,,HK.SR2.Overview.522954,sr2Tab,7.10.2,1,1
2026-09-13,mobile,iOS,myor_search_bkmPOI,,,HK.AdvSearch,,HK.AdvSearch,,7.12.0,2,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.photo.29339301,,HK.SR2.Reel.photo.29339301,food,7.14.4,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.Search.SR1.2,,,sr1,7.16.0,50,15
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.Menu.1118565,,HK.SR2.Menu.1118565,,7.9.5,3,1
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.photo.popularDish.774350,,HK.SR2.photo.popularDish.774350,,7.10.2,4,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.SR1.Reel.photo.25942631,,HK.SR1.Reel.photo.25942631,sr1,7.17.0,1,1
2026-09-13,mobile,iOS,or_search_adv,,,HK.AdvSearch.SR1.1,,HK.AdvSearch.SR1.1,biz,7.9.2,6,3
2026-09-13,mobile,iOS,or_takeaway_checkout,,,HK.Takeaway.order.599489,,HK.Takeaway.order.599489,menu,7.14.1,1,1
2026-09-13,mobile,iOS,or_coupon_getdetails,,,HK.Coupon.399144,,HK.Coupon.399144,RetentionCoupon,7.16.1,1,1
2026-09-13,mobile,Android,or_poi_popularDish,,,HK.SR2.photo.popularDish.1100106,,HK.SR2.photo.menu.1100106,sr2photoTab,7.17.0,1,1
2026-09-13,mobile,Android,user_share_poi,,,HK.SR2.overview.139676,,,sr2sharepop,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.1122517,,HK.SR2.review.1122517,,7.7.1,2,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.671842,,HK.SR2.Overview.671842,sr2opening,7.15.0,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.806856,,HK.SR2.photo.menu.806856,,7.14.3,1,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.photo.29507134,,HK.SR2.Reel.photo.29507134,food,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.1105199,,HK.SR2.Overview.1105199,,7.9.1,2,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.741808,,HK.SR2.Overview.741808,Others,7.15.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.37138,,HK.SR2.Overview.37138,,7.16.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.648117,,HK.SR2.Overview.648117,sr2allphoto,7.7.1,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.766470,,HK.SR2.photo.menu.766470,,7.10.3,1,1
2026-09-13,mobile,iOS,or_explore,,,HK.SR2.Menu.771655,,HK.SR2.Menu.771655,,7.4.3,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.1130525,,,,7.4.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.758400,,,sr2PhotoTab,6.3.1,2,1
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.popularDish.list.808549,,HK.SR2.popularDish.list.808549,,7.9.6,1,1
2026-09-13,mobile,iOS,or_selforder_order,,,HK.SelfOrder.order.504800,,HK.SelfOrder.order.504800,menu,7.12.1,4,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.all.1114092,,HK.SR2.photo.all.1114092,,7.10.2,1,1
2026-09-13,mobile,iOS,user_like_photo,,,HK.SR2.Reel.photo.29005377,,HK.SR2.Reel.photo.29005377,Reel,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.all.1126699,,HK.SR2.photo.all.1126699,sr2PhotoTab,7.10.3,1,1
2026-09-13,mobile,iOS,user_myor,,,HK.Me,,,btmBar,7.17.0,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.754560,,HK.SR2.Overview.754560,Others,7.9.5,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.1128137,,HK.SR2.Overview.1128137,,7.17.2,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.690612,,HK.SR2.Overview.690612,sr2popular,7.7.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos_video,,,HK.SR2.Overview.603861,,HK.SR2.Overview.603861,sr2PhotoTab,7.14.4,1,1
2026-09-13,mobile,iOS,myor_search_bkmPOI,,,HK.MyBookmarkCat.1,,HK.MyBookmarkCat.1,,7.9.2,37,25
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.620191,,HK.SR2.Overview.620191,sr2popular,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.all.735150,,HK.SR2.photo.all.735150,sr2PhotoTab,7.10.3,1,1
2026-09-13,mobile,Android,or_poi_moreinfo,,,HK.SR2.overview.787306,,,sr2opening,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.856633,,HK.SR2.Overview.856633,sr2Tab,7.9.6,2,1
2026-09-13,mobile,iOS,user_share_poi,,,HK.SR2.Overview.809997,,,sr2sharepop,7.17.0,1,1
2026-09-13,mobile,iOS,user_share_poi,,,HK.SR2.Overview.734299,,,sr2sharepop,7.14.1,1,1
2026-09-13,mobile,iOS,user_like_photo,,,HK.SR2.Reel.photo.29263589,,HK.SR2.Reel.photo.29263589,Reel,7.17.2,3,1
2026-09-13,mobile,iOS,myor_search_bkmPOI,,,,,,btmBar,7.16.1,2,2
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.22272,,HK.SR2.photo.22272,,7.9.5,10,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.Search.SR1.3,,HK.Search.SR1.3,,7.11.0,4,3
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.802873,,HK.SR2.Overview.802873,sr2allphoto,7.8.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.1127687,,HK.SR2.photo.1127687,,7.9.5,2,1
2026-09-13,mobile,iOS,user_review,,,HK.Profile,,HK.Profile,,7.17.1,3,2
2026-09-13,mobile,Android,or_poi_get_menu,,,HK.SR2.Menu.173172,,,sr2photoTab,5.15.0,7,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.AdvSearch.SR1.3,,HK.AdvSearch.SR1.3,search_key_in,7.6.6,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.629829,,HK.SR2.Overview.629829,sr2photo,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_review_back,,,HK.SR2.review.790493,,HK.SR2.review.790493,,7.8.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.899667,,HK.SR2.Overview.899667,,7.7.1,1,1
2026-09-13,mobile,iOS,or_search_back,,,HK.AdvSearch.SR1.6,,HK.AdvSearch.SR1.6,,7.9.6,1,1
2026-09-13,mobile,iOS,or_search_offer,,,HK.Offer.SR1.45,,HK.Offer.SR1.45,sr1,7.16.1,1,1
2026-09-13,mobile,iOS,or_myor_bkmPOI,,,HK.Me,,HK.Me,btmBar,7.10.0,1,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.29359082,,HK.SR2.Reel.photo.29359082,Reel,7.12.0,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.793085,,HK.SR2.Overview.793085,sr2Tab,7.10.2,2,1
2026-09-13,mobile,iOS,user_photo_info,,,HK.SR2.Reel.photo.29158985,,HK.SR2.Reel.photo.29158985,Reel,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.677696,,HK.SR2.Overview.677696,sr2MoreInfo,7.11.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.720889,,HK.SR2.Overview.720889,sr2allphoto,7.7.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.588337,,HK.SR2.Overview.588337,,7.7.1,1,1
2026-09-13,mobile,iOS,view_overview_Promotion,,,HK.SR2.Overview.1122745,,,,7.11.0,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.1107540,,HK.SR2.Overview.1107540,Others,7.12.3,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Reel.photo.29197503,,HK.SR2.Menu.783779,,7.9.6,1,1
2026-09-13,mobile,Android,or_search_adv,,,HK.AdvSearch.SR1.2,,,Home,5.15.0,2,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK..SR1.1,,,sr1,7.9.2,8,7
2026-09-13,mobile,iOS,or_page_home,,,TW.Home,,,btmBar,7.17.2,1,1
2026-09-13,mobile,iOS,or_search_layer,,,HK.Photo.SR1.2,,HK.Photo.SR1.2,,7.16.1,1,1
2026-09-13,mobile,iOS,or_explore_reel_media,,,HK.Home.Explore.Reel.media.35886,,HK.Home.Explore.Reel.media.35886,Reel,7.9.2,1,1
2026-09-13,mobile,iOS,or_poi_phone,,,HK.SR2.Overview.782084,,,sr2info,7.9.2,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.QckSearch.SR1.17,,HK.QckSearch.SR1.17,search_key_in,7.4.2,1,1
2026-09-13,mobile,iOS,or_search_all_dishes,,,HK.Search.SR1.4,,HK.Search.SR1.3,,7.11.0,1,1
2026-09-13,mobile,iOS,or_explore_reel,,,HK.SR2.photo.806961,,HK.SR2.photo.806961,sr2,7.4.4,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.LMS2.42.tab.-990.5,,HK.LMS2.42.tab.-990.5,,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.3666,,,Others,7.3.5,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.Menu.819345,,HK.SR2.Menu.819345,,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.682338,,HK.SR2.Overview.682338,,7.17.2,1,1
2026-09-13,mobile,iOS,or_search_layer_search,,,HK.Search.SR1.1,,HK.Search.SR1.1,biz,7.14.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.720798,,HK.SR2.Overview.720798,,7.17.2,1,1
2026-09-13,mobile,Android,or_poi_get_menu,,,HK.SR2.Menu.139676,,HK.SR2.Menu.139676,sr2,7.6.1,3,1
2026-09-13,mobile,iOS,or_poi_map,,,MO.SR2.Map.25018,,MO.SR2.Map.25018,,7.16.1,3,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.713381,,HK.SR2.Overview.713381,sr2opening,7.7.0,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,CN.SR2.Overview.5879478,,CN.SR2.Overview.5879478,sr2Tab,7.7.1,2,1
2026-09-13,mobile,Android,or_coupon_getdetails,,,HK.Coupon.399323,,,null,6.3.5,3,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.819345,,,sr2allphoto,7.3.2,1,1
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.photo.popularDish.746234,,HK.SR2.photo.popularDish.746234,,7.14.4,1,1
2026-09-13,mobile,iOS,or_sr1_reel_media,,,HK.Photo.SR1.Reel.media.46507,,HK.Photo.SR1.Reel.media.46507,Reel,7.12.3,2,1
2026-09-13,mobile,iOS,or_advsearch_open_filter,,,HK.QckSearch.sr1.1,,HK.QckSearch.sr1.1,sr1,7.6.0,1,1
2026-09-13,mobile,iOS,or_coupon_getdetails,,,HK.SR2.Overview.889775,,HK.SR2.Overview.889775,sr2OV,7.6.1,2,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.483479,,HK.SR2.Overview.483479,,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.992411,,HK.SR2.Overview.992411,sr2MoreInfo,7.9.6,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.Takeaway.order.1137241,,HK.Takeaway.order.1137241,,7.9.6,1,1
2026-09-13,mobile,Android,user_like_photo,,,HK.Sr2.Reel.photo.26387413,,HK.Sr2.Reel.photo.26387413,Reel,7.13.0,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.1017170,,,sr2allphoto,7.2.1,1,1
2026-09-13,mobile,iOS,or_qcksearch,,,HK.Home.Explore.1,,,Index,7.12.1,17,17
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.1122030,,HK.Takeaway.order.1122030,sr2OV,7.11.1,1,1
2026-09-13,mobile,iOS,or_suggestedRestaurant_get_poi,,,HK.SR2.Overview.782084,,,sr2suggest,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.739399,,HK.SR2.Overview.739399,Others,7.15.0,1,1
2026-09-13,mobile,iOS,or_search_layer_tips,,,HK.Search.SR1.5,,HK.Search.SR1.5,qcksearch,7.10.0,4,4
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.food.187521,,HK.SR2.photo.food.187521,sr2PhotoTab,7.13.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.740462,,HK.SR2.Overview.740462,,7.11.1,2,2
2026-09-13,mobile,iOS,or_poi_popularDish_detail,,,HK.SR2.photo.popularDish.717797,,HK.SR2.photo.popularDish.717797,,7.14.3,2,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.873975,,HK.SR2.Overview.873975,sr2Tab,7.6.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.690836,,HK.SR2.Overview.690836,,7.7.0,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.718205,,HK.SR2.Overview.718205,,7.10.1,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.8745,,HK.SR2.Overview.8745,sr2MoreInfo,7.10.2,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.SR2.Overview.704720,,HK.SR2.Overview.704720,Others,7.6.3,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.QckSearch,,HK.QckSearch,,7.12.0,357,208
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.879730,,HK.SR2.photo.879730,,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.photo.11457,,,,7.3.3,1,1
2026-09-13,mobile,iOS,impression_photo,,,HK.Photo.SR1.Reel.media.24628,,hk.photo.SR1.1,PhotoSR1,7.14.0,7,1
2026-09-13,mobile,iOS,or_poi_get_photos_video,,,HK.SR2.photo.food.766272,,HK.SR2.photo.food.766272,sr2PhotoTab,7.14.2,1,1
2026-09-13,mobile,iOS,or_tm_book,,,HK.SR2.Overview.611534,,HK.SR2.Overview.611534,sr2BookingWidget,7.5.3,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.525625,,HK.SR2.Overview.525625,sr2opening,7.9.4,1,1
2026-09-13,mobile,iOS,user_report_photo,,,HK.SR2.Reel.photo.28012326,,HK.SR2.Reel.photo.28012326,Reel,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.772436,,,sr2allphoto,7.3.2,1,1
2026-09-13,mobile,iOS,or_search_layer_tips,,,HK.Search.SR1.2,,HK.Search.SR1.1,qcksearch,7.12.0,1,1
2026-09-13,mobile,Android,user_media_fullscreen,,,HK.Sr2.Reel.photo.29255441,,,,7.17.1,1,1
2026-09-13,mobile,iOS,or_search_nearby,,,HK.QckSearch.SR1.2,,HK.QckSearch.SR1.2,search_key_in,7.9.5,3,3
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.786462,,HK.SR2.Overview.786462,sr2opening,7.12.0,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.124502,,,sr2PhotoTab,7.2.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Reel.media.19164,,HK.SR2.photo.all.591730,,7.10.3,1,1
2026-09-13,mobile,iOS,or_deeplink_get_poi,,,HK.SR2.Overview.734166,,,,7.12.3,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.723550,,HK.SR2.Overview.723550,,7.6.1,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.885567,,HK.SR2.Overview.885567,sr2allphoto,7.9.2,2,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.822957,,HK.SR2.Overview.822957,sr2opening,7.11.0,1,1
2026-09-13,mobile,iOS,or_suggestedRestaurant_get_poi,,,HK.SR2.Overview.795855,,,sr2suggest,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Overview.621210,,HK.SR2.Overview.621210,sr2allphoto,7.9.6,2,1
2026-09-13,mobile,iOS,or_poi_get_photos_video,,,HK.SR2.photo.food.1022844,,HK.SR2.photo.food.1022844,sr2PhotoTab,7.9.6,1,1
2026-09-13,mobile,iOS,or_poi_get_photos,,,HK.SR2.Reel.photo.29346307,,HK.SR2.Reel.photo.29346307,,7.6.2,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.SR2.Overview.1114824,,,sr1,7.9.0,1,1
2026-09-13,mobile,Android,poi_emenu_photo,,,HK.SR2.Menu.627905,,HK.SR2.Menu.627905,,7.16.2,1,1
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.SR2.Overview.991623,,,screenCap,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.659361,,HK.SR2.Overview.659361,,7.6.3,2,1
2026-09-13,mobile,iOS,or_travel_hotspots,,,HK.Home,,HK.Home,Showcase,7.9.2,1,1
2026-09-13,mobile,iOS,or_search_back,,,HK.QckSearch.SR1.1,,HK.QckSearch.SR1.1,,7.9.4,3,3
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.Overview.500259,,HK.SR2.Overview.500259,sr2popular,7.12.0,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.photo.1115155,,HK.SR2.photo.1115155,sr2PhotoTab,7.9.5,1,1
2026-09-13,mobile,Android,or_tm_menu_offer_list,,,HK.SR2.overview.1861,,,sr1,7.13.0,1,1
2026-09-13,mobile,iOS,user_like_photo,,,HK.SR2.Reel.photo.29432425,,HK.SR2.Reel.photo.29432425,Reel,7.9.5,1,1
2026-09-13,mobile,iOS,or_search_adv,,,HK.AdvSearch,,HK.AdvSearch,(null),7.17.1,2,1
2026-09-13,tablet,iOS,impression_ad_1,,,HK.Search.SR1.1,,HK.Search.SR1.1,,7.17.0,3,1
2026-09-13,mobile,iOS,or_shortlist_get_poi,,,HK.Search.SR1.1,,,,7.15.0,1,1
2026-09-13,mobile,iOS,or_explore_reel,,,HK.SR2.photo.decor.771655,,HK.SR2.photo.decor.771655,sr2,7.4.3,1,1
2026-09-13,mobile,iOS,or_search_nearby,,,HK.QckSearch.SR1.6,,HK.QckSearch.SR1.6,qcksearch,7.6.2,1,1
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.SR2.Overview.637303,,,sr2,7.14.3,1,1
2026-09-13,mobile,iOS,or_sponsor_get_poi,,,HK.Search.SR1.2,,,sr1,7.10.3,2,2
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.850971,,HK.SR2.Overview.850971,,7.9.1,2,2
2026-09-13,mobile,iOS,or_explore_reel,,,HK.SR2.Reel.photo.29131185,,HK.SR2.Reel.photo.29131185,sr2,7.4.4,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.464326,,HK.SR2.Overview.464326,sr2Tab,7.9.0,1,1
2026-09-13,mobile,iOS,os_update,,,HK.Home.Explore.1,,,,7.16.0,1,1
2026-09-13,mobile,iOS,or_search_back,,,HK.AdvSearch.SR1.1,,HK.AdvSearch.SR1.1,,7.6.5,1,1
2026-09-13,mobile,iOS,or_poi_suggest_poi,,,HK.SR2.Overview.801889,,,,7.14.3,1,1
2026-09-13,mobile,iOS,or_deeplink_get_poi,,,HK.SR2.Reel.photo.28815446,,,,7.16.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.1008450,,HK.SR2.Overview.1008450,,7.14.4,1,1
2026-09-13,mobile,iOS,or_poi_popularDish,,,HK.SR2.photo.popularDish.499161,,HK.SR2.photo.popularDish.499161,,7.14.3,2,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.748786,,HK.SR2.Overview.748786,sr2opening,7.5.1,1,1
2026-09-13,mobile,iOS,or_takeaway_order,,,HK.Takeaway.order.637788,,HK.Takeaway.order.637788,sr2OV,7.12.0,1,1
2026-09-13,mobile,iOS,or_poi_get_menu,,,HK.SR2.Overview.656622,,,sr2Tab,7.3.4,1,1
2026-09-13,mobile,iOS,or_chart_popular_preview,,,HK.Chart.Preview.Bookmarked,,HK.Chart.Preview.Bookmarked,ChartPopularPreview,7.8.1,1,1
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.567076,,HK.SR2.Overview.567076,sr2MoreInfo,7.8.1,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.12333,,HK.SR2.Overview.12333,,7.9.4,1,1
2026-09-13,mobile,Android,or_poi_get_menu,,,HK.SR2.Menu.621315,,,sr2photoTab,5.15.0,15,1
2026-09-13,mobile,iOS,or_coupon_getdetails,,,HK.SR2.Overview.30667,,HK.SR2.Overview.30667,sr2OV,7.14.0,1,1
2026-09-13,mobile,iOS,or_tm_menu_offer_list,,,HK.SR2.Overview.3681,,HK.SR2.Overview.3681,(null),7.12.3,4,1
2026-09-13,mobile,iOS,or_app_openpush,,,,,,,7.15.0,2,2
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.photo.29395144,,HK.SR2.Reel.photo.29395144,all,7.9.5,1,1
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.813855,,HK.SR2.Overview.813855,,7.14.3,1,1
2026-09-13,mobile,iOS,or_search_quick,,,HK.QckSearch.SR1.1,,HK.QckSearch.SR1.1,sr1,7.8.1,17,10
2026-09-13,mobile,iOS,or_poi_moreinfo,,,HK.SR2.Overview.776665,,HK.SR2.Overview.776665,sr2opening,7.9.6,2,1
2026-09-13,mobile,iOS,or_tm_menu_offer_detail,,,HK.SR2.Overview.619452,,HK.SR2.Overview.619452,,7.10.3,1,1
2026-09-13,mobile,iOS,or_poi_doorPhoto,,,HK.QckSearch.SR1.6,,,Others,7.3.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.732611,,HK.SR2.Overview.732611,,7.9.5,1,1
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.SR2.Overview.1145579,,,sr2,7.4.2,2,1
2026-09-13,mobile,Android,or_app_start,,,,,,,6.1.2,6,3
2026-09-13,mobile,iOS,user_photo_info,,,HK..Reel.photo.29408145,,HK..Reel.photo.29408145,Reel,7.10.3,1,1
2026-09-13,mobile,iOS,or_search_get_poi,,,HK.SR1.Reel.photo.26876594,,,sr1,7.14.0,1,1
2026-09-13,mobile,iOS,or_search_all,,,HK.Search.SR1.2,,HK.Search.SR1.2,,7.14.4,2,2
2026-09-13,mobile,iOS,or_poi_map,,,HK.SR2.Overview.1127629,,HK.SR2.Overview.1127629,,7.12.3,1,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.photo.29510266,,HK.SR2.Reel.photo.29510266,all,7.12.3,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.868007,,HK.SR2.Overview.868007,,7.17.0,1,1
2026-09-13,mobile,iOS,user_bookmark_poi,,,HK.Search.SR1.5,,HK.Search.SR1.5,sr1,7.17.2,1,1
2026-09-13,mobile,iOS,or_coupon_getdetails,,,HK.Coupon.397381,,HK.Coupon.397381,Others,7.9.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,HK.SR2.Overview.794314,,HK.SR2.Overview.794314,,7.14.2,1,1
2026-09-13,mobile,iOS,or_search_back_dialog,,,MO.Home,,MO.Home,,7.11.0,1,1
2026-09-13,mobile,iOS,search_filter_Promotion,,,HK.SR2.photo.decor.757964,,,,7.9.1,1,1
2026-09-13,mobile,iOS,or_sr2_reel_media,,,HK.SR2.Reel.media.52747,,HK.SR2.Reel.media.52747,official,7.11.0,1,1
2026-09-13,mobile,iOS,poi_emenu_photo,,,HK.SR2.photo.menu.675435,,HK.SR2.photo.menu.675435,,7.17.2,5,1
